"subindice","indicador","region","fecha","cantidad","decimal","dinero","porcentaje","caracter","unidad","fuente","categorias"
"Seguridad","Robo a Transeuntes","Lerdo","2014-09-30","12","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2014-10-31","8","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2014-11-30","18","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2014-12-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-01-31","90","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-02-28","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-03-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-04-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-05-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-06-30","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-07-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-08-31","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-09-30","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-10-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-11-30","9","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2015-12-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-01-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-02-29","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-03-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-04-30","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-05-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-06-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-07-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-08-31","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-09-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-10-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-11-30","8","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2016-12-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-01-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-02-28","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-03-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-04-30","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-05-31","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-06-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-07-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-08-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-09-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-10-31","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-11-30","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2017-12-31","9","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-01-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-02-28","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-03-31","8","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-04-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-05-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-06-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-07-31","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-08-31","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-09-30","12","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-10-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-11-30","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2018-12-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-01-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-02-28","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-03-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-04-30","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-05-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-06-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-07-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-08-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-10-31","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-11-30","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Lerdo","2019-12-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-01-31","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-02-28","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-03-31","10","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-05-31","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-06-30","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-07-31","11","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-08-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-09-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-10-31","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-11-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2014-12-31","9","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-01-31","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-02-28","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-03-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-04-30","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-05-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-06-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-07-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-08-31","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-09-30","9","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-10-31","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-11-30","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2015-12-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-01-31","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-02-29","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-03-31","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-04-30","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-05-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-06-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-07-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-08-31","10","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-09-30","6","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-10-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-11-30","11","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2016-12-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-01-31","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-02-28","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-03-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-04-30","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-05-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-06-30","4","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-07-31","7","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-08-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-09-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-10-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-11-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2017-12-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-01-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-02-28","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-03-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-04-30","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-05-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-06-30","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-07-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-08-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-09-30","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-10-31","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-11-30","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2018-12-31","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-01-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-02-28","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-03-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-04-30","0","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-05-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-06-30","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-07-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-08-31","1","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-09-30","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-11-30","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Matamoros","2019-12-31","2","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-01-31","178","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-02-28","134","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-03-31","91","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-04-30","5","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-04-30","104","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-05-31","155","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-06-30","101","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-07-31","73","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-08-31","89","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-09-30","56","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-10-31","120","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Robo a Transeuntes","Torreón","2014-11-30","86","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
